date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:42:00	73927/73927	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:41:59%20GMT	https://karciz.dexignzone.com/laravel/demo/chart-peity	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/chart-peity.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:01	110803/110803	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:00%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-accordion	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-accordion.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:02	77878/77878	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:01%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-badge	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-badge.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:02	144877/144877	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:01%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-alert	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-alert.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:05	80466/80466	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:04%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-modal	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-modal.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:05	90738/90738	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:03%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-button	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-button.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:05	70369/70369	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:05%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-button-group	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-button-group.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:08	74026/74026	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:07%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-media-object	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-media-object.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:08	78470/78470	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:07%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-list-group	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-list-group.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:09	73362/73362	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:08%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-card	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-card.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:11	96904/96904	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:11%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-dropdown	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-dropdown.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:12	73179/73179	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:10%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-carousel	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-carousel.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:12	63822/63822	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:11%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-popover	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-popover.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:13	82108/82108	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:12%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-progressbar	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-progressbar.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:13	90681/90681	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:13%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-tab	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-tab.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:13	75005/75005	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:13%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-typography	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-typography.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:14	79791/79791	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:14%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-pagination	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-pagination.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:15	69128/69128	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:14%20GMT	https://karciz.dexignzone.com/laravel/demo/ui-grid	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/ui-grid.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:16	98687/98687	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:15%20GMT	https://karciz.dexignzone.com/laravel/demo/uc-select2	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/uc-select2.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:16	68374/68374	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:16%20GMT	https://karciz.dexignzone.com/laravel/demo/uc-nestable	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/uc-nestable.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:17	91011/91011	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:16%20GMT	https://karciz.dexignzone.com/laravel/demo/uc-noui-slider	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/uc-noui-slider.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:17	68715/68715	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:17%20GMT	https://karciz.dexignzone.com/laravel/demo/uc-sweetalert	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/uc-sweetalert.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:18	62845/62845	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:17%20GMT	https://karciz.dexignzone.com/laravel/demo/uc-toastr	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/uc-toastr.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:18	62015/62015	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:18%20GMT	https://karciz.dexignzone.com/laravel/demo/map-jqvmap	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/map-jqvmap.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:19	63373/63373	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:19%20GMT	https://karciz.dexignzone.com/laravel/demo/uc-lightgallery	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/uc-lightgallery.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:21	168934/168934	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:19%20GMT	https://karciz.dexignzone.com/laravel/demo/widget-basic	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/widget-basic.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:21	77676/77676	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:20%20GMT	https://karciz.dexignzone.com/laravel/demo/form-wizard	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/form-wizard.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:21	124825/124825	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:20%20GMT	https://karciz.dexignzone.com/laravel/demo/form-element	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/form-element.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:24	61312/61312	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:22%20GMT	https://karciz.dexignzone.com/laravel/demo/form-editor-summernote	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/form-editor-summernote.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:24	72458/72458	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:23%20GMT	https://karciz.dexignzone.com/laravel/demo/form-pickers	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/form-pickers.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:24	76506/76506	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:23%20GMT	https://karciz.dexignzone.com/laravel/demo/form-validation-jquery	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/form-validation-jquery.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:27	3338/3338	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:27%20GMT	https://karciz.dexignzone.com/laravel/demo/page-register	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/page-register.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:27	121564/121564	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:25%20GMT	https://karciz.dexignzone.com/laravel/demo/table-bootstrap-basic	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/table-bootstrap-basic.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:28	215847/215847	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:26%20GMT	https://karciz.dexignzone.com/laravel/demo/table-datatable-basic	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/table-datatable-basic.html	(from https://karciz.dexignzone.com/laravel/demo/index)
